review_id	review_url	review_domain	claim_ids	is_fake
review_18971	https://politica.estadao.com.br/blogs/estadao-verifica/verificamos-ao-espalhar-teoria-conspiratoria-sobre-dominio-comunista-weintraub-nao-plagiou-hitler-textualmente/	estadao.com.br	[1218583126408081411]	1
review_13894	https://politica.estadao.com.br/blogs/estadao-verifica/alianca-entre-fhc-e-mst-e-boato-infundado/	estadao.com.br	[1065269536419717120]	1
review_18990	https://checamos.afp.com/na-verdade-um-assessor-de-guimaraes-foi-detido-com-dolares-escondidos-na-cueca	afp.com	[1179032315529293827]	1
review_13302	https://www.aosfatos.org/noticias/e-falso-que-vera-magalhaes-recebe-r-500-mil-mensais-da-tv-cultura/	aosfatos.org	[1241080114353516544]	1
review_18691	https://poligrafo.sapo.pt/fact-check/joao-galamba-tem-razao-quando-acusa-joaquim-sarmento-de-ter-falhado-nas-previsoes-do-defice-de-2016	sapo.pt	[1178681346308358144]	1
review_00719	https://piaui.folha.uol.com.br/lupa/2019/05/09/verificamos-haddad-maduro-exemplo/	uol.com.br	[1100352045838725120]	1
review_11798	https://piaui.folha.uol.com.br/lupa/2020/04/01/twitter-bolsonaro-video-desabastecimento-ceasa-minas-gerais/	uol.com.br	[1245327689445068800]	1
review_13913	https://www.aosfatos.org/noticias/site-engana-ao-dizer-que-nao-ha-restricoes-jornalistas-na-posse-de-bolsonaro/	aosfatos.org	[1080081996578283520]	1
review_05004	https://piaui.folha.uol.com.br/lupa/2019/09/09/verificamos-livro-adulto-criancas-bienal-rio/	uol.com.br	[1170595234549575680]	1
review_06210	https://www.boatos.org/politica/namorado-fatima-bernardes-envia-projeto-libera-casamento-pais-filhos.html	boatos.org	[1163615754417295364]	1
review_08410	https://piaui.folha.uol.com.br/lupa/2019/04/13/jean-wyllys-bial/	uol.com.br	[1089166639105490947]	1
review_14304	https://politica.estadao.com.br/blogs/estadao-verifica/depoimento-na-policia-federal-nao-liga-jean-wyllys-a-adelio-bispo/	estadao.com.br	[1254923674332864512]	1
review_00719	https://piaui.folha.uol.com.br/lupa/2019/05/09/verificamos-haddad-maduro-exemplo/	uol.com.br	[1102701220945371138]	1
review_05669	https://piaui.folha.uol.com.br/lupa/2020/04/14/verificamos-video-ovos-joao-doria-acm-neto/	uol.com.br	[894706309601390592]	1
review_00474	https://www.aosfatos.org/noticias/e-falso-que-funcionario-registrou-presenca-de-deputados-ausentes-na-camara/	aosfatos.org	[963384083521810432]	1
review_04436	https://www.boatos.org/politica/doria-assinou-acordo-vacina-contra-covid-19-agosto-2019.html	boatos.org	[1271170488837029894]	1
review_01478	https://poligrafo.sapo.pt/fact-check/pagina-do-ministerio-das-infraestruturas-e-da-habitacao-no-twitter-difunde-propaganda-partidaria	sapo.pt	[1216791724623790084]	1
review_02281	https://poligrafo.sapo.pt/fact-check/cavaco-silva-foi-o-unico-politico-em-portugal-a-ganhar-quatro-eleicoes-nacionais-com-maioria-absoluta	sapo.pt	[1252567538040541184]	1
review_05183	https://www.boatos.org/tecnologia/instituto-mauricio-de-sousa-doando-super-almanaque-turma-da-monica-whatsapp.html	boatos.org	[1275436849939406850]	1
review_12464	https://www.boatos.org/politica/vera-magalhaes-recebe-r-500-mil-mes-doria-tv-cultura-bolsonaro.html	boatos.org	[1241078820448468992]	1
review_08602	https://poligrafo.sapo.pt/fact-check/programa-do-chega-tem-frases-copiadas-da-declaracao-de-principios-do-partido-nova-democracia	sapo.pt	[1172186967255191553]	1
review_12813	https://piaui.folha.uol.com.br/lupa/2020/04/24/verificamos-tuite-carlos-bolsonaro-mentira/	uol.com.br	[1252068766810279937]	1
review_06852	https://www.boatos.org/tecnologia/itau-turma-da-monica-dando-livros-gibis-whatsapp.html	boatos.org	[1252706105542746121]	1
review_13913	https://www.aosfatos.org/noticias/site-engana-ao-dizer-que-nao-ha-restricoes-jornalistas-na-posse-de-bolsonaro/	aosfatos.org	[1080111133888073728]	1
review_07666	https://observador.pt/factchecks/fact-check-catarina-martins-segurou-cartaz-em-que-dizia-estar-acima-da-lei/	observador.pt	[1269326850939027457]	1
review_09533	https://checamos.afp.com/tuite-em-que-bolsonaro-supostamente-diz-que-governa-para-os-ricos-foi-publicado-por-conta-satirica	afp.com	[1199622838988218369]	1
review_18038	https://observador.pt/factchecks/fact-check-rui-tavares-fundador-do-livre-e-professor-na-telescola/	observador.pt	[1257325828398071808]	1
review_01943	https://poligrafo.sapo.pt/fact-check/sondagem-indica-que-94-dos-brasileiros-querem-que-bolsonaro-seja-reeleito-em-2022	sapo.pt	[1262841440008372224]	1
review_07178	https://piaui.folha.uol.com.br/lupa/2020/04/04/osmar-terra-quarentena-italia-coronavirus/	uol.com.br	[1246474430676643842]	1
review_09180	https://www.aosfatos.org/noticias/nao-e-verdade-que-video-prova-que-testes-de-vacina-em-sp-sao-armados/	aosfatos.org	[1286096910005276672]	1
review_04840	https://www.aosfatos.org/noticias/em-video-difundido-por-trump-medica-engana-ao-dizer-que-cloroquina-cura-covid19/	aosfatos.org	[1288142337697349632]	1
review_00975	https://www.aosfatos.org/noticias/bolsonaro-e-oposicao-citam-dados-errados-ao-discutir-reforma-da-previdencia/	aosfatos.org	[1148656424425271296]	1
review_01416	https://observador.pt/factchecks/fact-check-fotografia-satelite-tirada-pela-nasa-mostra-incendios-na-australia/	observador.pt	[1214178706282942464]	1
review_10781	https://checamos.afp.com/nao-o-pt-nao-entrou-com-acao-para-derrubar-13o-para-o-bolsa-familia	afp.com	[1116311338920423429]	1
review_11761	https://piaui.folha.uol.com.br/lupa/2019/03/21/verificamos-estrada-bolsonaro-nordeste-rj/	uol.com.br	[1100034203482247171]	1
review_03380	https://piaui.folha.uol.com.br/lupa/2019/09/07/entrevista-lula-historia-brasil/	uol.com.br	[937812794778451974]	1
review_05408	https://aosfatos.org/noticias/o-que-os-politicos-disseram-sobre-reforma-da-previdencia-e-o-que-nao-e-verdade/	aosfatos.org	[1098342254010351617]	1
review_10223	https://www.aosfatos.org/noticias/ex-ministro-do-stf-ayres-britto-nao-e-autor-de-carta-com-criticas-moro/	aosfatos.org	[1257638551606476801]	1
review_11342	https://piaui.folha.uol.com.br/lupa/2020/03/26/verificamos-general-augusto-heleno-covid-19-cloroquina/	uol.com.br	[1240251678282125318]	1
review_16807	https://piaui.folha.uol.com.br/lupa/2019/04/09/tempo-real-chuva-rj-temporal/	uol.com.br	[1115639554961178625]	1
review_00717	https://poligrafo.sapo.pt/fact-check/andre-ventura-catarina-martins-nao-aparece-no-plenario-e-verdade	sapo.pt	[1273941981073457153]	1
review_09798	https://observador.pt/factchecks/fact-check-churchill-disse-que-os-fascistas-do-futuro-chamarao-a-si-mesmos-antifascistas/	observador.pt	[1267265705331896322]	1
review_01478	https://poligrafo.sapo.pt/fact-check/pagina-do-ministerio-das-infraestruturas-e-da-habitacao-no-twitter-difunde-propaganda-partidaria	sapo.pt	[1215365113630294018]	1
review_02459	https://poligrafo.sapo.pt/fact-check/os-simpsons-previram-o-coronavirus-ha-quase-30-anos	sapo.pt	[1224749712399654912]	1
review_00717	https://poligrafo.sapo.pt/fact-check/andre-ventura-catarina-martins-nao-aparece-no-plenario-e-verdade	sapo.pt	[1273647329699078144]	1
review_17739	https://piaui.folha.uol.com.br/lupa/2020/01/17/doria-davos-2019/	uol.com.br	[1088151629747183616]	1
review_01684	https://observador.pt/factchecks/galamba-lembra-que-rating-foi-para-lixo-no-tempo-de-passos-e-nao-socrates-foi-assim/	observador.pt	[1050861091151069186]	1
review_04231	https://checamos.afp.com/sim-um-cachorro-foi-abatido-em-um-supermercado-carrefour-em-osasco-em-sao-paulo	afp.com	[1069593073582317568]	1
review_14128	https://piaui.folha.uol.com.br/lupa/2018/08/06/manuela-meirelles-convencoes/	uol.com.br	[1024711437766221824]	1
review_10280	https://piaui.folha.uol.com.br/lupa/2019/12/18/verificamos-esquerda-karol-eller/	uol.com.br	[1207054000551542784]	1
review_10280	https://piaui.folha.uol.com.br/lupa/2019/12/18/verificamos-esquerda-karol-eller/	uol.com.br	[1206978625918177281]	1
review_06085	https://politica.estadao.com.br/blogs/estadao-verifica/boato-falso-diz-que-professor-americano-critico-a-bolsonaro-e-namorado-de-dilma/	estadao.com.br	[1129171347714793472]	1
review_07042	https://piaui.folha.uol.com.br/lupa/2018/11/03/verificamos-enem-horario-verao/	uol.com.br	[1058312765440319488]	1
review_01120	https://www.aosfatos.org/noticias/alvaro-dias-usa-dados-errados-ao-falar-de-foro-privilegiado-e-gastos-com-presos-e-estudantes/	aosfatos.org	[957975392920506368]	1
review_18381	https://piaui.folha.uol.com.br/lupa/2020/04/27/verificamos-moro-maia-joice/	uol.com.br	[1254114301411033090]	1
review_08505	https://politica.estadao.com.br/blogs/estadao-verifica/nao-e-de-padre-fabio-de-melo-texto-sobre-ataque-em-suzano-com-frase-armas-nao-matam/	estadao.com.br	[1106632019755323394]	1
review_10341	https://www.boatos.org/brasil/lojas-renner-promocao-falsa-black-friday-etiqueta-amarela.html	boatos.org	[1200085851146985474]	1
review_18134	https://piaui.folha.uol.com.br/lupa/2020/07/11/verificamos-aborto-pandemia/	uol.com.br	[1281559635988754432]	1
review_08364	https://piaui.folha.uol.com.br/lupa/2019/04/08/verificamos-ministro-educacao-doutor/	uol.com.br	[1115261421321883648]	1
review_03862	https://observador.pt/factchecks/fact-check-bolsonaro-disse-que-ensino-dos-eua-e-bom-porque-as-criancas-de-4-anos-ja-sabem-ingles/	observador.pt	[1071548185812893696]	1
review_04379	https://piaui.folha.uol.com.br/lupa/2020/03/11/verificamos-charge-globo-drauzio-varella-carlos-latuff/	uol.com.br	[1236979679204122631]	1
review_02088	https://checamos.afp.com/nao-deputada-maria-do-rosario-nao-escreveu-um-tuite-dizendo-que-corrupcao-e-algo-cultural-no-brasil	afp.com	[1110980711769616385]	1
review_18084	https://poligrafo.sapo.pt/fact-check/fotografia-viral-de-obras-por-comecar-da-nova-ala-pediatrica-do-hospital-de-sao-joao-no-porto-e-autentica	sapo.pt	[1183306716391317504]	1
review_04733	https://www.aosfatos.org/noticias/e-falso-que-PSL-publicou-tweet-defendendo-fim-do-13-salario-e-das-ferias/	aosfatos.org	[1050390172808941568]	1
review_08085	https://piaui.folha.uol.com.br/lupa/2019/07/01/verificamos-manifestante-cartaz-sergio-moro-bom-pra-burro/	uol.com.br	[1145487008829202433]	1
review_14895	https://www.aosfatos.org/noticias/promotores-em-foto-de-ato-pro-dilma-nao-sao-os-mesmos-que-investigam-flavio-bolsonaro/	aosfatos.org	[1087442504675414017]	1
review_04244	https://piaui.folha.uol.com.br/lupa/2018/08/23/lula-onu-comite/	uol.com.br	[1031320250447536128]	1
review_11523	https://piaui.folha.uol.com.br/lupa/2018/09/26/verificamos-marina-dias-bolsonaro/	uol.com.br	[1044915926636875776]	1
review_16807	https://piaui.folha.uol.com.br/lupa/2019/04/09/tempo-real-chuva-rj-temporal/	uol.com.br	[1115640385576013824]	1
review_10370	https://checamos.afp.com/nao-esta-foto-nao-mostra-ossadas-de-vitimas-da-ditadura-brasileira	afp.com	[967923825194209280]	1
review_00975	https://www.aosfatos.org/noticias/bolsonaro-e-oposicao-citam-dados-errados-ao-discutir-reforma-da-previdencia/	aosfatos.org	[1148982712193015809]	1
review_06670	https://www.aosfatos.org/noticias/foto-de-fatima-bezerra-com-boneco-de-vodu-de-bolsonaro-e-montagem/	aosfatos.org	[1243723634549698562]	1
review_05099	https://www.boatos.org/politica/aulas-jean-wyllys-harvard-canceladas-falta-alunos.html	boatos.org	[1184233804346675203]	1
review_01416	https://observador.pt/factchecks/fact-check-fotografia-satelite-tirada-pela-nasa-mostra-incendios-na-australia/	observador.pt	[1214177003320020992]	1
review_18038	https://observador.pt/factchecks/fact-check-rui-tavares-fundador-do-livre-e-professor-na-telescola/	observador.pt	[1257239071564455936]	1
review_00530	https://www.aosfatos.org/noticias/presos-nao-vao-monitorar-populacao-em-pontos-de-onibus-no-para/	aosfatos.org	[1248807066476728320]	1
review_07813	https://www.aosfatos.org/noticias/frase-somos-mais-populares-que-jesus-e-de-john-lennon-nao-de-manuela-davila/	aosfatos.org	[1048016956547391488]	1
review_06161	https://piaui.folha.uol.com.br/lupa/2019/02/07/chuva-rj/	uol.com.br	[1093306229798113280]	1
review_04244	https://piaui.folha.uol.com.br/lupa/2018/08/23/lula-onu-comite/	uol.com.br	[1031515422678495232]	1
review_01271	https://www.boatos.org/politica/joao-doria-pinta-bandeira-china-muro-quarentena-sp.html	boatos.org	[1248435718940028928]	1
review_18769	https://piaui.folha.uol.com.br/lupa/2020/01/06/verificamos-ataque-general-iraniano/	uol.com.br	[1214234075889897472]	1
review_13004	https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-doria-tenha-mandado-recolher-cloroquina-das-farmacias-de-sp/	estadao.com.br	[1261022227543265286]	1
review_04244	https://piaui.folha.uol.com.br/lupa/2018/08/23/lula-onu-comite/	uol.com.br	[1032614686557184000]	1
review_06180	https://poligrafo.sapo.pt/fact-check/andre-ventura-insinuou-no-twitter-que-com-as-novas-orientacoes-do-governo-armando-vara-poderia-sair-da-cadeia-e-verdade	sapo.pt	[1245851473382080512]	1
review_14675	https://poligrafo.sapo.pt/fact-check/jorge-jesus-diz-que-10-das-atuais-20-equipas-do-campeonato-brasileiro-de-futebol-ja-foram-campeas-e-verdade	sapo.pt	[1134798068350640128]	1
review_08726	https://www.aosfatos.org/noticias/mulher-que-defende-traficantes-em-video-nao-e-filha-de-maria-do-rosario/	aosfatos.org	[1098712761570377728]	1
review_18283	https://politica.estadao.com.br/blogs/estadao-verifica/projeto-que-impediria-moro-de-se-candidatar-foi-alterado-apos-polemica/	estadao.com.br	[1194360589184831488]	1
review_04065	https://www.aosfatos.org/noticias/governo-nao-iniciou-cadastro-para-auxilio-cidadao-de-r-200-contra-coronavirus/	aosfatos.org	[1242120885227737089]	1
review_06511	https://piaui.folha.uol.com.br/lupa/2018/11/01/verificamos-manuela-moro/	uol.com.br	[1058001972341719042]	1
review_13505	https://politica.estadao.com.br/blogs/estadao-verifica/apos-palestra-na-flip-sites-atribuem-a-glenn-greenwald-falsa-intencao-de-deixar-o-pais/	estadao.com.br	[1150844208644837376]	1
review_16453	https://piaui.folha.uol.com.br/lupa/2019/05/30/verificamos-bala-de-prata-lula/	uol.com.br	[713157842883182592]	1
review_07005	https://politica.estadao.com.br/blogs/estadao-verifica/corrente-no-whatsapp-cita-valores-errados-de-despesas-de-campanhas-de-bolsonaro-e-dilma/	estadao.com.br	[1057284584277241856]	1
review_16305	https://www.aosfatos.org/noticias/poema-que-exalta-soldados-nao-foi-citado-por-obama-no-memorial-day/	aosfatos.org	[1104074004556595200]	1
review_16807	https://piaui.folha.uol.com.br/lupa/2019/04/09/tempo-real-chuva-rj-temporal/	uol.com.br	[1115641970175688709]	1
review_15394	https://observador.pt/factchecks/os-indios-brasileiros-venderam-terras-protegidas-a-empresas-estrangeiras/	observador.pt	[1162472533989502977]	1
review_09237	https://politica.estadao.com.br/blogs/estadao-verifica/deputado-nao-ofereceu-vantagens-para-professoras-fazerem-video-contra-bolsonaro/	estadao.com.br	[1045778019057651712]	1
review_10370	https://checamos.afp.com/nao-esta-foto-nao-mostra-ossadas-de-vitimas-da-ditadura-brasileira	afp.com	[967918903925137409]	1
review_13151	https://piaui.folha.uol.com.br/lupa/2018/10/27/bolsonaro-video-editado-joaquim/	uol.com.br	[1056229251538657280]	1
review_03653	https://checamos.afp.com/nao-haddad-nao-parabenizou-maduro-no-twitter-pela-revolucao-na-venezuela	afp.com	[1052278190620708864]	1
review_00204	https://www.aosfatos.org/noticias/o-que-dizem-os-fatos-e-os-politicos-que-comentaram-condenacao-de-lula/	aosfatos.org	[885206388762451968]	1
review_16453	https://piaui.folha.uol.com.br/lupa/2019/05/30/verificamos-bala-de-prata-lula/	uol.com.br	[853411888931246080]	1
review_03988	https://piaui.folha.uol.com.br/lupa/2017/02/17/saque-do-fgts-inativo-o-que-mais-voce-precisa-saber/	uol.com.br	[832043507309223937]	1
review_13416	https://politica.estadao.com.br/blogs/estadao-verifica/manuela-davila-nao-falou-em-pegar-armas-contra-sergio-moro/	estadao.com.br	[1058326038336409601]	1
review_13913	https://www.aosfatos.org/noticias/site-engana-ao-dizer-que-nao-ha-restricoes-jornalistas-na-posse-de-bolsonaro/	aosfatos.org	[1080115140568248320]	1
review_15812	https://aosfatos.org/noticias/e-falso-que-lula-e-dilma-nunca-se-hospedaram-na-blair-house-nos-eua/	aosfatos.org	[1107375923735732224]	1
review_10191	https://piaui.folha.uol.com.br/lupa/2019/08/26/verificamos-alexandre-garcia/	uol.com.br	[1106683517310775296]	1
review_15149	https://piaui.folha.uol.com.br/lupa/2017/06/05/foro-privilegiado-um-assunto-que-levou-senadores-a-cometer-erros-e-exageros/	uol.com.br	[870340128543301633]	1
review_13913	https://www.aosfatos.org/noticias/site-engana-ao-dizer-que-nao-ha-restricoes-jornalistas-na-posse-de-bolsonaro/	aosfatos.org	[1080445881147711488]	1
review_06852	https://www.boatos.org/tecnologia/itau-turma-da-monica-dando-livros-gibis-whatsapp.html	boatos.org	[1252672041498664962]	1
review_06888	https://checamos.afp.com/o-video-em-que-drauzio-varella-diz-que-continuara-andando-nas-ruas-e-de-30-de-janeiro-antes-da	afp.com	[1241720310526853120]	1
review_04438	https://politica.estadao.com.br/blogs/estadao-verifica/medicamentos-comprados-no-uruguai-custaram-r-15-milhao-remedios-nao-foram-cedidos/	estadao.com.br	[1284796485767495680]	1
review_14003	https://piaui.folha.uol.com.br/lupa/2018/12/06/verificamos-bolsonaro-degustador/	uol.com.br	[1067940488580345856]	1
review_16453	https://piaui.folha.uol.com.br/lupa/2019/05/30/verificamos-bala-de-prata-lula/	uol.com.br	[906239385565265920]	1
review_06694	https://apublica.org/2017/03/truco-ministro-usa-informacao-falsa-ao-criticar-dilma-por-transposicao-do-sao-francisco/	apublica.org	[842802015847809025]	1
review_18200	https://aosfatos.org/noticias/video-e-posts-tentam-vincular-jean-wyllys-adelio-usando-informacoes-falsas/	aosfatos.org	[1088742503912820736]	1
review_07115	https://www.aosfatos.org/noticias/oposicao-omite-contexto-ao-relacionar-reforma-trabalhista-e-desemprego/	aosfatos.org	[948254479073398785]	1
review_10781	https://checamos.afp.com/nao-o-pt-nao-entrou-com-acao-para-derrubar-13o-para-o-bolsa-familia	afp.com	[1116330370427912192]	1
review_00228	https://www.boatos.org/esporte/sadio-mane-ferraris-avioes-70-euros-senegal.html	boatos.org	[1184871403335704576]	1
review_08653	https://www.boatos.org/politica/ministro-educacao-abraham-weintraub-pede-criancas-voltem-aulas.html	boatos.org	[1239655349449351173]	1
review_00975	https://www.aosfatos.org/noticias/bolsonaro-e-oposicao-citam-dados-errados-ao-discutir-reforma-da-previdencia/	aosfatos.org	[1148728957589737473]	1
review_15149	https://piaui.folha.uol.com.br/lupa/2017/06/05/foro-privilegiado-um-assunto-que-levou-senadores-a-cometer-erros-e-exageros/	uol.com.br	[870030732214898689]	1
review_15149	https://piaui.folha.uol.com.br/lupa/2017/06/05/foro-privilegiado-um-assunto-que-levou-senadores-a-cometer-erros-e-exageros/	uol.com.br	[870297901876097028]	1
review_04379	https://piaui.folha.uol.com.br/lupa/2020/03/11/verificamos-charge-globo-drauzio-varella-carlos-latuff/	uol.com.br	[1237017123450433536]	1
review_13302	https://www.aosfatos.org/noticias/e-falso-que-vera-magalhaes-recebe-r-500-mil-mensais-da-tv-cultura/	aosfatos.org	[1241075376052469760]	1
review_10280	https://piaui.folha.uol.com.br/lupa/2019/12/18/verificamos-esquerda-karol-eller/	uol.com.br	[1206995642121371649]	1
review_12039	https://checamos.afp.com/na-verdade-este-livro-nao-estava-venda-nem-disponivel-na-bienal-do-rio	afp.com	[1169752491178831873]	1
review_12464	https://www.boatos.org/politica/vera-magalhaes-recebe-r-500-mil-mes-doria-tv-cultura-bolsonaro.html	boatos.org	[1241377214270263296]	1
review_06161	https://piaui.folha.uol.com.br/lupa/2019/02/07/chuva-rj/	uol.com.br	[1093267663143534596]	1
